School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
American University of Science and Technology,Ashrafieh,,Lebanon,http://www.aust.edu.lb,Computer and Communications Engineering - Minors Biomedical Engineering and Biomedical Sciences (Beirut Campus),Bachelors,"Oct 1, 2014 – Present",Beirut Campus,"Bioengineering and Biomedical Engineering, Computer Engineering, Communications Engineering",2021-2022,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Computer Science,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Science,2023-2024,CAC,Seoul Accord
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Chemical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2023-2024,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Civil Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Civil Engineering,2023-2024,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Computer Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Engineering,2023-2024,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Electrical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Mechanical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,
American University of Sharjah,Sharjah,,United Arab Emirates,www.aus.edu,Industrial Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Industrial Engineering,2023-2024,EAC,
American University of the Middle East,Dasman,,Kuwait,,Telecommunications and Networking Technology,Bachelors,"Oct 1, 2016 – Present",Main Campus,General Criteria Only (CAC),2023-2024,CAC,Seoul Accord
American University of the Middle East,Dasman,,Kuwait,,Computer Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Computer Engineering,2023-2024,EAC,
American University of the Middle East,Dasman,,Kuwait,,Electrical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
American University of the Middle East,Dasman,,Kuwait,,Industrial Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Industrial Engineering,2023-2024,EAC,
American University of the Middle East,Dasman,,Kuwait,,Mechanical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,
Universidad Ana. G. Méndez - Gurabo Campus,Gurabo,Puerto Rico," United States",,Mechanical Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Universidad Ana. G. Méndez - Gurabo Campus,Gurabo,Puerto Rico," United States",,Electrical Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Universidad Ana. G. Méndez - Gurabo Campus,Gurabo,Puerto Rico," United States",,Industrial and Management Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,"Engineering Management, Industrial Engineering",2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Universidad Ana. G. Méndez - Gurabo Campus,Gurabo,Puerto Rico," United States",,Computer Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Universidad Ana. G. Méndez - Gurabo Campus,Gurabo,Puerto Rico," United States",,Civil Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Civil Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Universidad Anahuac (Huixquilucan),Mexico City,,Mexico,www.anahuac.mx,Mechatronics Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,General Criteria Only (EAC),2019-2020,EAC,
Universidad Anahuac (Huixquilucan),Mexico City,,Mexico,www.anahuac.mx,Industrial Engineering and Engineering Management,Bachelors,"Oct 1, 2012 – Present",Main Campus,"Engineering Management, Industrial Engineering",2019-2020,EAC,
Universidad Anahuac (Huixquilucan),Mexico City,,Mexico,www.anahuac.mx,Chemical Engineering,Bachelors,"May 1, 2016 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2019-2020,EAC,
Universidad Anahuac (Huixquilucan),Mexico City,,Mexico,www.anahuac.mx,Civil Engineering,Bachelors,"May 1, 2016 – Present",Main Campus,Civil Engineering,2019-2020,EAC,
Anderson University,Anderson,Indiana," United States",,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Anderson University,Anderson,Indiana," United States",,Computer Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Anderson University,Anderson,Indiana," United States",,Electrical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Civil Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Civil Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Electrical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Electronic Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Electrical and Electronics Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Industrial Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Industrial Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Mechanical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Chemical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Systems and Computing Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,"Computer Engineering, Systems Engineering",2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Biomedical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Bioengineering and Biomedical Engineering,2023-2024,EAC,
Universidad de los Andes,Bogota D.C.,,Colombia,www.uniandes.edu.co,Environmental Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Environmental Engineering,2023-2024,EAC,
Andrews University,Berrien Springs,Michigan," United States",www.andrews.edu,Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
An-Najah National University,Nablus,,Palestine,www.najah.edu,Industrial Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Industrial Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Electrical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Electrical and Electronics Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Mechanical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Mechatronics Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,General Criteria Only (EAC),2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Civil Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Civil Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Chemical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Telecommunication Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Telecommunications Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Building Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Architectural Engineering,2019-2020,EAC,
An-Najah National University,Nablus,,Palestine,www.najah.edu,Computer Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Engineering,2019-2020,EAC,
Appalachian State University,Boone,North Carolina," United States",www.appstate.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Applied Science Private University,Amman,,Jordan,http://www.asu.edu.jo/en/Pages/default.aspx,Civil Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Civil Engineering,2024-2025,EAC,
Applied Science Private University,Amman,,Jordan,http://www.asu.edu.jo/en/Pages/default.aspx,Electrical Engineering/Communications and Computer Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,
Applied Science Private University,Amman,,Jordan,http://www.asu.edu.jo/en/Pages/default.aspx,Industrial Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Industrial Engineering,2024-2025,EAC,
Applied Science Private University,Amman,,Jordan,http://www.asu.edu.jo/en/Pages/default.aspx,Mechanical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,
Applied Science Private University,Amman,,Jordan,http://www.asu.edu.jo/en/Pages/default.aspx,Power and Control Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,General Criteria Only (EAC),2024-2025,EAC,
University of  Applied Sciences Upper Austria,Wels,,Austria,http://www.fh-ooe.at/en/wels-campus/,Innovation Engineering & Management,Bachelors,"Oct 1, 2014 – Present",Main Campus,Engineering Management,2021-2022,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Computer Science,Bachelors,"Oct 1, 2017 – Present",Alexandria-Abu Kir,Computer Science,2024-2025,CAC,Seoul Accord
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Information Systems,Bachelors,"Oct 1, 2017 – Present",Alexandria-Abu Kir,Information Systems,2024-2025,CAC,Seoul Accord
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Computer Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Electronics and Communications Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,"Electrical and Electronics Engineering, Communications Engineering",2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Electrical and Control Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Industrial and Management Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,"Engineering Management, Industrial Engineering",2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Mechanical Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Marine Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Naval Architecture and Marine Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Alexandria - Abu Kir),Alexandria,,Egypt,aast.edu/en/index.php,Construction and Building Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Construction Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Computer Science,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Information Systems,Bachelors,"Oct 1, 2017 – Present",Main Campus,Information Systems,2024-2025,CAC,Seoul Accord
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Electronics and Communication Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,"Electrical and Electronics Engineering, Communications Engineering",2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Computer Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Computer Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Construction and Building Engineering,Bachelors,"Mar 1, 2013 – Present",Main Campus,Construction Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Electrical and Control Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,
Arab Academy for Science and Technology and Maritime Transport (Cairo),Cairo,,Egypt,,Mechanical Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Computer Science,Bachelors,"Oct 1, 1992 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Information Technology,Bachelors,"Oct 1, 2016 – Present",Main Campus,Information Technology,2021-2022,CAC,Seoul Accord
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Aerospace Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Aerospace Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Engineering Management,Bachelors,"Oct 1, 2014 – Present",Main Campus,Engineering Management,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Manufacturing Engineering,Bachelors,"May 1, 2016 – Present",Polytechnic Campus,Manufacturing Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Construction Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Construction Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Biomedical Engineering,Bachelors,"Oct 1, 1986 – Present",Main Campus,Bioengineering and Biomedical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Chemical Engineering,Bachelors,"Oct 1, 1966 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona," United States",www.asu.edu,Civil Engineering,Bachelors,"Oct 1, 1961 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
